Name,Category,Subcategory,Subcategory  Group,Product ID,Product URL,Price,Rating
Ladies' Avenue Blue City Trainers,Specialbuys,Clothing,,806555513674701,https://www.aldi.co.uk/ladies%27-avenue-blue-city-trainers/p/806555513674701,£11.99 per pair,2.8 out of 5 stars. 5 reviews
Avenue Black & Grey Dressing Gown,Specialbuys,Clothing,,808762532722900,https://www.aldi.co.uk/avenue-black-%26-grey-dressing-gown/p/808762532722900,£14.99 each,4.5 out of 5 stars. 53 reviews
Grey & Blue Football Boots,Specialbuys,Clothing,,806306502530401,https://www.aldi.co.uk/grey-%26-blue-football-boots/p/806306502530401,£7.99 per pair,
Children's Avengers Shoes,Specialbuys,Clothing,,806869491845400,https://www.aldi.co.uk/children%27s-avengers-shoes/p/806869491845400,£9.99 per pair,2.1 out of 5 stars. 18 reviews
Ladies' Blue Yoga Sports Bra,Specialbuys,Clothing,,802814447147705,https://www.aldi.co.uk/ladies%27-blue-yoga-sports-bra/p/802814447147705,£6.49 each,3.9 out of 5 stars. 8 reviews
Kids' 2 Pack Bing T-Shirts,Specialbuys,Clothing,,809739532719700,https://www.aldi.co.uk/kids%27-2-pack-bing-t-shirts/p/809739532719700,£2.99 per pack,3.9 out of 5 stars. 7 reviews
Grey & Black Chunky Socks 3 Pack,Specialbuys,Clothing,,808433605885000,https://www.aldi.co.uk/grey-%26-black-chunky-socks-3-pack/p/808433605885000,£4.99 £1.67 each,4.3 out of 5 stars. 4 reviews
Ladies' Avenue Black City Trainers,Specialbuys,Clothing,,806555491845600,https://www.aldi.co.uk/ladies%27-avenue-black-city-trainers/p/806555491845600,£11.99 per pair,2.8 out of 5 stars. 5 reviews
Children's Blue Wellingtons,Specialbuys,Clothing,,811753598087301,https://www.aldi.co.uk/children%27s-blue-wellingtons/p/811753598087301,£6.99 per pair,
Children's Pink Jumpsuit,Specialbuys,Clothing,,811770603148202,https://www.aldi.co.uk/children%27s-pink-jumpsuit/p/811770603148202,£5.99 each,
Ladies' Burgundy Fleece Trainers,Specialbuys,Clothing,,809104525950701,https://www.aldi.co.uk/ladies%27-burgundy-fleece-trainers/p/809104525950701,£7.99 per pair,5.0 out of 5 stars. 4 reviews
Avenue Men's Navy Raincoat,Specialbuys,Clothing,,801569403519600,https://www.aldi.co.uk/avenue-men%27s-navy-raincoat/p/801569403519600,£17.99 each,3.7 out of 5 stars. 3 reviews
Kid's Navy Fitness Trainers,Specialbuys,Clothing,,811405567019300,https://www.aldi.co.uk/kid%27s-navy-fitness-trainers/p/811405567019300,£9.99 per pair,
Ladies' Rose Knitted Slipper Boots,Specialbuys,Clothing,,810724532747100,https://www.aldi.co.uk/ladies%27-rose-knitted-slipper-boots/p/810724532747100,£7.99 per pair,4.1 out of 5 stars. 50 reviews
Avenue Mens' Navy Thermal Bottoms,Specialbuys,Clothing,,808759545142805,https://www.aldi.co.uk/avenue-mens%27-navy-thermal-bottoms/p/808759545142805,£6.99 each,4.5 out of 5 stars. 41 reviews
Children's Navy Jumpsuit,Specialbuys,Clothing,,811770603148001,https://www.aldi.co.uk/children%27s-navy-jumpsuit/p/811770603148001,£5.99 each,
Ladies' Black Yoga Vest,Specialbuys,Clothing,,802818447154605,https://www.aldi.co.uk/ladies%27-black-yoga-vest/p/802818447154605,£4.99 each,4.5 out of 5 stars. 15 reviews
Girl's Black Winter Boots,Specialbuys,Clothing,,807924525591800,https://www.aldi.co.uk/girl%27s-black-winter-boots/p/807924525591800,£9.99 per pair,3.8 out of 5 stars. 8 reviews
Blue & Grey Chunky Socks 3 Pack,Specialbuys,Clothing,,808433576112700,https://www.aldi.co.uk/blue-%26-grey-chunky-socks-3-pack/p/808433576112700,£4.99 £1.67 each,4.3 out of 5 stars. 4 reviews
Ladies' Avenue Pink Dressing Gown,Specialbuys,Clothing,,809621568318301,https://www.aldi.co.uk/ladies%27-avenue-pink-dressing-gown/p/809621568318301,£14.99 each,4.3 out of 5 stars. 9 reviews
Blue Butterfly Toddler Wellies,Specialbuys,Clothing,,811750596463103,https://www.aldi.co.uk/blue-butterfly-toddler-wellies/p/811750596463103,£6.99 each,4.3 out of 5 stars. 6 reviews
Avenue Blue & Grey Dressing Gown,Specialbuys,Clothing,,808762530684501,https://www.aldi.co.uk/avenue-blue-%26-grey-dressing-gown/p/808762530684501,£14.99 each,4.5 out of 5 stars. 53 reviews
Children's Harley Quinn Costume,Specialbuys,Clothing,,808266553405011,https://www.aldi.co.uk/children%27s-harley-quinn-costume/p/808266553405011,£6.99 each,4.2 out of 5 stars. 19 reviews
Children's Rose Wellingtons,Specialbuys,Clothing,,811753579129800,https://www.aldi.co.uk/children%27s-rose-wellingtons/p/811753579129800,£6.99 per pair,
Ladies' Avenue Yellow & Blue Wellies,Specialbuys,Clothing,,806106491846600,https://www.aldi.co.uk/ladies%27-avenue-yellow-%26-blue-wellies/p/806106491846600,£9.99 per pair,4.8 out of 5 stars. 41 reviews
Children's Minnie Shoes,Specialbuys,Clothing,,806869502530802,https://www.aldi.co.uk/children%27s-minnie-shoes/p/806869502530802,£9.99 per pair,2.1 out of 5 stars. 18 reviews
Childrens' Avengers Smart Watch,Specialbuys,Clothing,,705784573832803,https://www.aldi.co.uk/childrens%27-avengers-smart-watch/p/705784573832803,£29.99 each,4.9 out of 5 stars. 14 reviews
Men's Avenue Khaki Hipsters 3 Pack,Specialbuys,Clothing,,811735590526600,https://www.aldi.co.uk/men%27s-avenue-khaki-hipsters-3-pack/p/811735590526600,£6.99 each,
Children's Navy & Grey Pyjamas,Specialbuys,Clothing,,808342577739409,https://www.aldi.co.uk/children%27s-navy-%26-grey-pyjamas/p/808342577739409,£5.99 each,4.4 out of 5 stars. 12 reviews
Ladies' Avenue Navy Dressing Gown,Specialbuys,Clothing,,809621568318502,https://www.aldi.co.uk/ladies%27-avenue-navy-dressing-gown/p/809621568318502,£14.99 each,4.3 out of 5 stars. 9 reviews
Children's Black Hi-Top Trainers,Specialbuys,Clothing,,813998598040202,https://www.aldi.co.uk/children%27s-black-hi-top-trainers/p/813998598040202,£5.99 per pair,
Children's Red Pyjamas,Specialbuys,Clothing,,808342577739610,https://www.aldi.co.uk/children%27s-red-pyjamas/p/808342577739610,£5.99 each,4.4 out of 5 stars. 12 reviews
Kid's In The Night Garden Pyjamas,Specialbuys,Clothing,,809738537571302,https://www.aldi.co.uk/kid%27s-in-the-night-garden-pyjamas/p/809738537571302,£4.99 each,4.6 out of 5 stars. 10 reviews
Men's Red 1/4 Zip-Neck Fleece,Specialbuys,Clothing,,803276474249102,https://www.aldi.co.uk/men%27s-red-1-4-zip-neck-fleece/p/803276474249102,£7.99 each,4.5 out of 5 stars. 13 reviews
Girl's Rose Winter Boots,Specialbuys,Clothing,,807924525947101,https://www.aldi.co.uk/girl%27s-rose-winter-boots/p/807924525947101,£9.99 per pair,3.8 out of 5 stars. 8 reviews
Crane White & Yellow Cycle Socks,Specialbuys,Clothing,,806805513676701,https://www.aldi.co.uk/crane-white-%26-yellow-cycle-socks/p/806805513676701,£1.99 each,3.8 out of 5 stars. 11 reviews
Men's Avenue Brown Smart Boots,Specialbuys,Clothing,,809654529084900,https://www.aldi.co.uk/men%27s-avenue-brown-smart-boots/p/809654529084900,£24.99 per pair,4.7 out of 5 stars. 10 reviews
Children's Blue Hi-Top Trainers,Specialbuys,Clothing,,813998598040001,https://www.aldi.co.uk/children%27s-blue-hi-top-trainers/p/813998598040001,£5.99 per pair,
Crane White & Black Cycle Socks,Specialbuys,Clothing,,806805497211000,https://www.aldi.co.uk/crane-white-%26-black-cycle-socks/p/806805497211000,£1.99 each,3.8 out of 5 stars. 11 reviews
Grey & Brown Chunky Socks 3 Pack,Specialbuys,Clothing,,808433582707800,https://www.aldi.co.uk/grey-%26-brown-chunky-socks-3-pack/p/808433582707800,£4.99 £1.67 each,4.3 out of 5 stars. 4 reviews
Children's Zic Zac Printed Backpack,Specialbuys,Clothing,,810292573354902,https://www.aldi.co.uk/children%27s-zic-zac-printed-backpack/p/810292573354902,£4.99 each,4.0 out of 5 stars. 1 review
Avenue Ladies' White Chunky Trainers,Specialbuys,Clothing,,803896456062800,https://www.aldi.co.uk/avenue-ladies%27-white-chunky-trainers/p/803896456062800,£12.99 per pair,3.3 out of 5 stars. 3 reviews
Childrens' Spiderman Smart Watch,Specialbuys,Clothing,,705784573832602,https://www.aldi.co.uk/childrens%27-spiderman-smart-watch/p/705784573832602,£29.99 each,4.9 out of 5 stars. 14 reviews
Children's Frozen Shoes,Specialbuys,Clothing,,806869502530601,https://www.aldi.co.uk/children%27s-frozen-shoes/p/806869502530601,£9.99 per pair,2.1 out of 5 stars. 18 reviews
Avenue Men's Grey Raincoat,Specialbuys,Clothing,,801569405931201,https://www.aldi.co.uk/avenue-men%27s-grey-raincoat/p/801569405931201,£17.99 each,3.7 out of 5 stars. 3 reviews
Children's Gaming Pyjamas,Specialbuys,Clothing,,808422550413402,https://www.aldi.co.uk/children%27s-gaming-pyjamas/p/808422550413402,£4.99 each,
Men's Grey & Blue Lounge Trousers,Specialbuys,Clothing,,808760558963101,https://www.aldi.co.uk/men%27s-grey-%26-blue-lounge-trousers/p/808760558963101,£7.99 each,4.4 out of 5 stars. 7 reviews
Lily  & Dan Dinosaur T-Shirt 3 Pack,Specialbuys,Clothing,,806329509503401,https://www.aldi.co.uk/lily-%26-dan-dinosaur-t-shirt-3-pack/p/806329509503401,£3.99 per pack,4.7 out of 5 stars. 3 reviews
Grey & Purple Football Boots,Specialbuys,Clothing,,806306491861400,https://www.aldi.co.uk/grey-%26-purple-football-boots/p/806306491861400,£7.99 per pair,
Children's White & Blue Pyjamas,Specialbuys,Clothing,,808422538508200,https://www.aldi.co.uk/children%27s-white-%26-blue-pyjamas/p/808422538508200,£4.99 each,
Avenue Grey Short Sleeve Thermal,Specialbuys,Clothing,,808759545142202,https://www.aldi.co.uk/avenue-grey-short-sleeve-thermal/p/808759545142202,£6.99 each,4.5 out of 5 stars. 41 reviews
Kids' In The Night Garden T-Shirts,Specialbuys,Clothing,,809739537571902,https://www.aldi.co.uk/kids%27-in-the-night-garden-t-shirts/p/809739537571902,£2.99 per pack,3.9 out of 5 stars. 7 reviews
Girl's Striped Summer Trousers,Specialbuys,Clothing,,804283513751105,https://www.aldi.co.uk/girl%27s-striped-summer-trousers/p/804283513751105,£3.99 each,1.0 out of 5 stars. 1 review
Ladies' White Yoga Vest,Specialbuys,Clothing,,802818447154607,https://www.aldi.co.uk/ladies%27-white-yoga-vest/p/802818447154607,£4.99 each,4.5 out of 5 stars. 15 reviews
Avenue Grey Thermal Bottoms,Specialbuys,Clothing,,808759545142604,https://www.aldi.co.uk/avenue-grey-thermal-bottoms/p/808759545142604,£6.99 each,4.5 out of 5 stars. 41 reviews
Children's Blue Minions Jumper,Specialbuys,Clothing,,801264513746905,https://www.aldi.co.uk/children%27s-blue-minions-jumper/p/801264513746905,£5.99 each,4.7 out of 5 stars. 3 reviews
Disney Bambi Baby Pyjamas,Specialbuys,Clothing,,808681532719900,https://www.aldi.co.uk/disney-bambi-baby-pyjamas/p/808681532719900,£4.49 each,4.8 out of 5 stars. 5 reviews
Men's Avenue Rib Cuff Gloves,Specialbuys,Clothing,,809857573835001,https://www.aldi.co.uk/men%27s-avenue-rib-cuff-gloves/p/809857573835001,£10.99 per pair,4.7 out of 5 stars. 21 reviews
Children's LOL Smart Watch,Specialbuys,Clothing,,705784573832200,https://www.aldi.co.uk/children%27s-lol-smart-watch/p/705784573832200,£29.99 each,4.9 out of 5 stars. 14 reviews
Children's Grey & Blue Pyjamas,Specialbuys,Clothing,,808422550413603,https://www.aldi.co.uk/children%27s-grey-%26-blue-pyjamas/p/808422550413603,£4.99 each,
Ladies' Grey Knitted Slipper Boots,Specialbuys,Clothing,,810724530688702,https://www.aldi.co.uk/ladies%27-grey-knitted-slipper-boots/p/810724530688702,£7.99 per pair,4.1 out of 5 stars. 50 reviews
Children's Grey Minions Jumper,Specialbuys,Clothing,,801264369593200,https://www.aldi.co.uk/children%27s-grey-minions-jumper/p/801264369593200,£5.99 each,4.7 out of 5 stars. 3 reviews
Children's Frozen Smart Watch,Specialbuys,Clothing,,705784573833004,https://www.aldi.co.uk/children%27s-frozen-smart-watch/p/705784573833004,£29.99 each,4.9 out of 5 stars. 14 reviews
Avenue Men's Grey Casual Shirt,Specialbuys,Clothing,,804531482326501,https://www.aldi.co.uk/avenue-men%27s-grey-casual-shirt/p/804531482326501,£5.99 each,
Crane Striped Hat,Specialbuys,Clothing,,810123530687506,https://www.aldi.co.uk/crane-striped-hat/p/810123530687506,£3.49 each,
Girl's Navy Summer Trousers,Specialbuys,Clothing,,804283470325000,https://www.aldi.co.uk/girl%27s-navy-summer-trousers/p/804283470325000,£3.99 each,1.0 out of 5 stars. 1 review
Children's Rose Minions Jumper,Specialbuys,Clothing,,801264513746704,https://www.aldi.co.uk/children%27s-rose-minions-jumper/p/801264513746704,£5.99 each,4.7 out of 5 stars. 3 reviews
Avenue Men's White Chunky Trainers,Specialbuys,Clothing,,803896468340501,https://www.aldi.co.uk/avenue-men%27s-white-chunky-trainers/p/803896468340501,£12.99 per pair,3.3 out of 5 stars. 3 reviews
Girl's Blue Summer Trousers,Specialbuys,Clothing,,804283513750904,https://www.aldi.co.uk/girl%27s-blue-summer-trousers/p/804283513750904,£3.99 each,1.0 out of 5 stars. 1 review
Ladies' Avenue Gloves with Stitching,Specialbuys,Clothing,,809857573835802,https://www.aldi.co.uk/ladies%27-avenue-gloves-with-stitching/p/809857573835802,£10.99 per pair,4.7 out of 5 stars. 21 reviews
Men's Blue Scarf & Hat Set,Specialbuys,Clothing,,809186577813205,https://www.aldi.co.uk/men%27s-blue-scarf-%26-hat-set/p/809186577813205,£12.99 each,5.0 out of 5 stars. 1 review
Ladies' Striped Scarf & Hat Set,Specialbuys,Clothing,,809186577812602,https://www.aldi.co.uk/ladies%27-striped-scarf-%26-hat-set/p/809186577812602,£12.99 each,5.0 out of 5 stars. 1 review
Ladies' Grey Pattern Scarf & Hat Set,Specialbuys,Clothing,,809186577812401,https://www.aldi.co.uk/ladies%27-grey-pattern-scarf-%26-hat-set/p/809186577812401,£12.99 each,5.0 out of 5 stars. 1 review
Ladies' Grey Scarf & Hat Set,Specialbuys,Clothing,,809186577812803,https://www.aldi.co.uk/ladies%27-grey-scarf-%26-hat-set/p/809186577812803,£12.99 each,5.0 out of 5 stars. 1 review
Men's Black Scarf & Hat Set,Specialbuys,Clothing,,809186577813406,https://www.aldi.co.uk/men%27s-black-scarf-%26-hat-set/p/809186577813406,£12.99 each,5.0 out of 5 stars. 1 review
Ladies' Red Scarf & Hat Set,Specialbuys,Clothing,,809186578979700,https://www.aldi.co.uk/ladies%27-red-scarf-%26-hat-set/p/809186578979700,£12.99 each,5.0 out of 5 stars. 1 review
Ladies' Rose Scarf & Hat Set,Specialbuys,Clothing,,809186577813004,https://www.aldi.co.uk/ladies%27-rose-scarf-%26-hat-set/p/809186577813004,£12.99 each,5.0 out of 5 stars. 1 review
Children's Navy Walking Shoes,Specialbuys,Clothing,,811733574517200,https://www.aldi.co.uk/children%27s-navy-walking-shoes/p/811733574517200,£9.99 per pair,
Children's White/Sequin T-Shirt,Specialbuys,Clothing,,800475356013600,https://www.aldi.co.uk/children%27s-white-sequin-t-shirt/p/800475356013600,£2.49 each,
Name,Category,Subcategory,Subcategory  Group,Product ID,Product URL,Price,Rating
Pressure Washer 2.4kW & Accessories,Specialbuys,DIY,,813011599233600,https://www.aldi.co.uk/pressure-washer-2-4kw-%26-accessories/p/813011599233600,£109.99 each,4.8 out of 5 stars. 185 reviews
Workzone 100 Piece Screwdriver Set,Specialbuys,DIY,,810197580475501,https://www.aldi.co.uk/workzone-100-piece-screwdriver-set/p/810197580475501,£22.99 each,4.5 out of 5 stars. 111 reviews
Activ Energy 20/40V Battery,Specialbuys,DIY,,814157606706500,https://www.aldi.co.uk/activ-energy-20-40v-battery/p/814157606706500,£24.99 each,4.6 out of 5 stars. 100 reviews
Ferrex Electric Tiller,Specialbuys,DIY,,812095596760300,https://www.aldi.co.uk/ferrex-electric-tiller/p/812095596760300,£74.99 each,4.7 out of 5 stars. 136 reviews
Abru Loft Ladder,Specialbuys,DIY,,709319582459002,https://www.aldi.co.uk/abru-loft-ladder/p/709319582459002,£52.99 each,4.7 out of 5 stars. 140 reviews
SuperFOIL Insulation Wrap,Specialbuys,DIY,,809923591357700,https://www.aldi.co.uk/superfoil-insulation-wrap/p/809923591357700,£69.99 each,4.6 out of 5 stars. 41 reviews
Workzone Aluminium Telescopic Ladder,Specialbuys,DIY,,810299547926300,https://www.aldi.co.uk/workzone-aluminium-telescopic-ladder/p/810299547926300,£84.99 each,4.5 out of 5 stars. 63 reviews
Cordless Grass & Hedge Trimmer Shear,Specialbuys,DIY,,812450598821200,https://www.aldi.co.uk/cordless-grass-%26-hedge-trimmer-shear/p/812450598821200,£29.99 each,4.2 out of 5 stars. 57 reviews
Scheppach 2.5 Hp Compressor,Specialbuys,DIY,,808227501231400,https://www.aldi.co.uk/scheppach-2-5-hp-compressor/p/808227501231400,£89.99 each,4.2 out of 5 stars. 53 reviews
Teal Electric Window Cleaner,Specialbuys,DIY,,717763573352301,https://www.aldi.co.uk/teal-electric-window-cleaner/p/717763573352301,£19.99 each,4.4 out of 5 stars. 229 reviews
Ferrex Bandsaw,Specialbuys,DIY,,810249541009800,https://www.aldi.co.uk/ferrex-bandsaw/p/810249541009800,£149.99 each,4.4 out of 5 stars. 146 reviews
Ferrex 18V Impact Wrench,Specialbuys,DIY,,717472591958300,https://www.aldi.co.uk/ferrex-18v-impact-wrench/p/717472591958300,£59.99 each,3.2 out of 5 stars. 82 reviews
Ferrex 18V Drill & Impact Driver,Specialbuys,DIY,,717445606409801,https://www.aldi.co.uk/ferrex-18v-drill-%26-impact-driver/p/717445606409801,£89.99 each,4.6 out of 5 stars. 23 reviews
Ferrex 1800W Electric Lawnmower,Specialbuys,DIY,,814142603773700,https://www.aldi.co.uk/ferrex-1800w-electric-lawnmower/p/814142603773700,£99.99 each,4.6 out of 5 stars. 262 reviews
Workzone Scaffold and Ladder System,Specialbuys,DIY,,815347611735900,https://www.aldi.co.uk/workzone-scaffold-and-ladder-system/p/815347611735900,£99.99 each,4.4 out of 5 stars. 11 reviews
Activ Energy 20V Battery,Specialbuys,DIY,,814033606640300,https://www.aldi.co.uk/activ-energy-20v-battery/p/814033606640300,£14.99 each,4.6 out of 5 stars. 37 reviews
"Ferrex 8"" Benchtop Table Saw",Specialbuys,DIY,,804180553093301,https://www.aldi.co.uk/ferrex-8%22-benchtop-table-saw/p/804180553093301,£79.99 each,4.0 out of 5 stars. 47 reviews
Ferrex 18V Combi Drill,Specialbuys,DIY,,717444591108500,https://www.aldi.co.uk/ferrex-18v-combi-drill/p/717444591108500,£42.99 each,4.8 out of 5 stars. 39 reviews
Ferrex Jack Hammer 1900W,Specialbuys,DIY,,808190516680600,https://www.aldi.co.uk/ferrex-jack-hammer-1900w/p/808190516680600,£129.99 each,4.9 out of 5 stars. 53 reviews
49 Piece Closable Tool Kit Bag,Specialbuys,DIY,,811960606448701,https://www.aldi.co.uk/49-piece-closable-tool-kit-bag/p/811960606448701,£34.99 each,4.1 out of 5 stars. 22 reviews
Scheppach Wet & Dry Vacuum Cleaner,Specialbuys,DIY,,811234582852600,https://www.aldi.co.uk/scheppach-wet-%26-dry-vacuum-cleaner/p/811234582852600,£69.99 each,4.1 out of 5 stars. 24 reviews
105 Piece Ratchet Bit Set,Specialbuys,DIY,,810108600882600,https://www.aldi.co.uk/105-piece-ratchet-bit-set/p/810108600882600,£11.99 each,4.7 out of 5 stars. 6 reviews
Ferrex 18V Impact Driver,Specialbuys,DIY,,717448558377900,https://www.aldi.co.uk/ferrex-18v-impact-driver/p/717448558377900,£49.99 each,4.0 out of 5 stars. 21 reviews
Scheppach Belt and Disc Sander,Specialbuys,DIY,,816328612852500,https://www.aldi.co.uk/scheppach-belt-and-disc-sander/p/816328612852500,£99.99 each,4.8 out of 5 stars. 26 reviews
Yale All-in-One Outdoor Camera,Specialbuys,DIY,,809242562659200,https://www.aldi.co.uk/yale-all-in-one-outdoor-camera/p/809242562659200,£99.99 each,4.0 out of 5 stars. 11 reviews
Cantilever Trio Toolbox,Specialbuys,DIY,,812777599231000,https://www.aldi.co.uk/cantilever-trio-toolbox/p/812777599231000,£22.99 each,4.4 out of 5 stars. 11 reviews
Workzone Flat and Lock Assortment,Specialbuys,DIY,,813142609580100,https://www.aldi.co.uk/workzone-flat-and-lock-assortment/p/813142609580100,£2.99 each,4.9 out of 5 stars. 13 reviews
Ferrex 18V Cordless Jigsaw,Specialbuys,DIY,,717450560366000,https://www.aldi.co.uk/ferrex-18v-cordless-jigsaw/p/717450560366000,£44.99 each,4.1 out of 5 stars. 25 reviews
Auto XS Torque Wrench,Specialbuys,DIY,,808598546075100,https://www.aldi.co.uk/auto-xs-torque-wrench/p/808598546075100,£19.99 each,4.8 out of 5 stars. 26 reviews
Scheppach Extraction System,Specialbuys,DIY,,813102607028200,https://www.aldi.co.uk/scheppach-extraction-system/p/813102607028200,£109.99 each,4.5 out of 5 stars. 4 reviews
Ferrex 13W Engraving Tool,Specialbuys,DIY,,806016501229400,https://www.aldi.co.uk/ferrex-13w-engraving-tool/p/806016501229400,£8.99 each,4.2 out of 5 stars. 33 reviews
Einhell Digital Benchdrill,Specialbuys,DIY,,815103599236600,https://www.aldi.co.uk/einhell-digital-benchdrill/p/815103599236600,£159.99 each,3.7 out of 5 stars. 6 reviews
Scheppach Cordless Impact Drill Set,Specialbuys,DIY,,804247467611800,https://www.aldi.co.uk/scheppach-cordless-impact-drill-set/p/804247467611800,£99.99 each,4.1 out of 5 stars. 16 reviews
Ferrex 160W Detail Sander,Specialbuys,DIY,,811359590093300,https://www.aldi.co.uk/ferrex-160w-detail-sander/p/811359590093300,£14.99 each,4.9 out of 5 stars. 25 reviews
Scheppach Jack Hammer,Specialbuys,DIY,,811152590094700,https://www.aldi.co.uk/scheppach-jack-hammer/p/811152590094700,£129.99 each,4.8 out of 5 stars. 12 reviews
Ferrex Air Compressor Accessory Set,Specialbuys,DIY,,808709512187800,https://www.aldi.co.uk/ferrex-air-compressor-accessory-set/p/808709512187800,£14.99 each,4.2 out of 5 stars. 12 reviews
EINHELL Electric Paint Spray Gun,Specialbuys,DIY,,813123620060400,https://www.aldi.co.uk/einhell-electric-paint-spray-gun/p/813123620060400,£39.99 each,5.0 out of 5 stars. 1 review
"Scheppach 8"" Circular Table Saw",Specialbuys,DIY,,815796616530400,https://www.aldi.co.uk/scheppach-8%22-circular-table-saw/p/815796616530400,£89.99 each,
Ferrex Belt and Disc Sander,Specialbuys,DIY,,805501490545800,https://www.aldi.co.uk/ferrex-belt-and-disc-sander/p/805501490545800,£89.99 each,4.2 out of 5 stars. 41 reviews
Weatherproof Cable Reel 20m,Specialbuys,DIY,,815516612856300,https://www.aldi.co.uk/weatherproof-cable-reel-20m/p/815516612856300,£27.99 each,
12 Piece Paint Roller And Tray Set,Specialbuys,DIY,,813032601777700,https://www.aldi.co.uk/12-piece-paint-roller-and-tray-set/p/813032601777700,£5.99 each,5.0 out of 5 stars. 6 reviews
Men's Anthracite Workwear Joggers,Specialbuys,DIY,,810779589977201,https://www.aldi.co.uk/men%27s-anthracite-workwear-joggers/p/810779589977201,£12.99 each,5.0 out of 5 stars. 2 reviews
Scheppach Petrol 45cc Chainsaw,Specialbuys,DIY,,814163603784300,https://www.aldi.co.uk/scheppach-petrol-45cc-chainsaw/p/814163603784300,£99.99 each,3.7 out of 5 stars. 15 reviews
Ferrex Moisture Sensor,Specialbuys,DIY,,810658589599302,https://www.aldi.co.uk/ferrex-moisture-sensor/p/810658589599302,£12.99 each,4.0 out of 5 stars. 77 reviews
Workzone Foldable Work Table,Specialbuys,DIY,,812774606687700,https://www.aldi.co.uk/workzone-foldable-work-table/p/812774606687700,£16.99 each,4.3 out of 5 stars. 21 reviews
Deco Style Paint Sprayer,Specialbuys,DIY,,808470511164000,https://www.aldi.co.uk/deco-style-paint-sprayer/p/808470511164000,£179.99 each,2.6 out of 5 stars. 12 reviews
Workzone Premium Screws,Specialbuys,DIY,,813140615965700,https://www.aldi.co.uk/workzone-premium-screws/p/813140615965700,£10.99 each,5.0 out of 5 stars. 5 reviews
Scheppach Drywall Sander,Specialbuys,DIY,,811557599234600,https://www.aldi.co.uk/scheppach-drywall-sander/p/811557599234600,£89.99 each,3.0 out of 5 stars. 4 reviews
Ferrex Diamond Cutting Disc Set,Specialbuys,DIY,,814482604630400,https://www.aldi.co.uk/ferrex-diamond-cutting-disc-set/p/814482604630400,£4.99 each,4.6 out of 5 stars. 5 reviews
Easy Home USB Double Wall Socket,Specialbuys,DIY,,813420609718400,https://www.aldi.co.uk/easy-home-usb-double-wall-socket/p/813420609718400,£7.99 each,4.6 out of 5 stars. 5 reviews
Ferrex Reciprocating Saw,Specialbuys,DIY,,805582545623700,https://www.aldi.co.uk/ferrex-reciprocating-saw/p/805582545623700,£29.99 each,4.7 out of 5 stars. 23 reviews
Workzone XL Utility Mat,Specialbuys,DIY,,082256507937403,https://www.aldi.co.uk/workzone-xl-utility-mat/p/082256507937403,£16.99 each,4.3 out of 5 stars. 8 reviews
Workzone Hammer Tacker,Specialbuys,DIY,,811041589517601,https://www.aldi.co.uk/workzone-hammer-tacker/p/811041589517601,£6.99 each,4.5 out of 5 stars. 27 reviews
49 Piece Open Tool Kit Bag,Specialbuys,DIY,,811960606639200,https://www.aldi.co.uk/49-piece-open-tool-kit-bag/p/811960606639200,£34.99 each,4.1 out of 5 stars. 22 reviews
Home Protector 4 HD CCTV Kit,Specialbuys,DIY,,803393469782200,https://www.aldi.co.uk/home-protector-4-hd-cctv-kit/p/803393469782200,£154.99 each,4.0 out of 5 stars. 71 reviews
Workzone 99 Piece Tool Kit,Specialbuys,DIY,,805379474490400,https://www.aldi.co.uk/workzone-99-piece-tool-kit/p/805379474490400,£32.99 each,4.6 out of 5 stars. 16 reviews
Ferrex Portable Compressor,Specialbuys,DIY,,815405604340500,https://www.aldi.co.uk/ferrex-portable-compressor/p/815405604340500,£49.99 each,4.1 out of 5 stars. 7 reviews
Yale Home Security Alarm Kit,Specialbuys,DIY,,809244562659400,https://www.aldi.co.uk/yale-home-security-alarm-kit/p/809244562659400,£109.99 each,3.8 out of 5 stars. 6 reviews
Ferrex Flap Cutting Disc Set,Specialbuys,DIY,,814482608305901,https://www.aldi.co.uk/ferrex-flap-cutting-disc-set/p/814482608305901,£4.99 each,4.6 out of 5 stars. 5 reviews
Deco Style Premium Brush Set 5 Piece,Specialbuys,DIY,,812331588316700,https://www.aldi.co.uk/deco-style-premium-brush-set-5-piece/p/812331588316700,£4.99 each,5.0 out of 5 stars. 4 reviews
JCB Safety Trainers,Specialbuys,DIY,,806826497211400,https://www.aldi.co.uk/jcb-safety-trainers/p/806826497211400,£29.99 per pair,4.3 out of 5 stars. 18 reviews
Workzone XL Wrench & Spanner Set,Specialbuys,DIY,,806703474497600,https://www.aldi.co.uk/workzone-xl-wrench-%26-spanner-set/p/806703474497600,£26.99 each,4.5 out of 5 stars. 20 reviews
Workzone Saw Set,Specialbuys,DIY,,814209610352100,https://www.aldi.co.uk/workzone-saw-set/p/814209610352100,£5.99 each,4.9 out of 5 stars. 7 reviews
Batavia Step Ladder And Workbench,Specialbuys,DIY,,809243501228600,https://www.aldi.co.uk/batavia-step-ladder-and-workbench/p/809243501228600,£129.99 each,4.4 out of 5 stars. 11 reviews
JCB Tan Safety Rigger Boots,Specialbuys,DIY,,801849525590400,https://www.aldi.co.uk/jcb-tan-safety-rigger-boots/p/801849525590400,£26.99 per pair,4.6 out of 5 stars. 19 reviews
