Name,Product ID,Product URL,Price,Cup Price
Tesco Finest Sweet Mini Peppers 220G,307346023,https://www.tesco.com/groceries/en-GB/products/307346023,£ 1.70,£7.73/kg
Tesco Finest Sweet Pointed Peppers 220G,251298216,https://www.tesco.com/groceries/en-GB/products/251298216,£ 1.50,£6.82/kg
Tesco Organic Pepper 250G,281068426,https://www.tesco.com/groceries/en-GB/products/281068426,£ 1.49,£5.96/kg
Tesco Sweet Peppers 500G,295673143,https://www.tesco.com/groceries/en-GB/products/295673143,£ 1.45,£2.90/kg
Red Peppers Each Class 1,258421636,https://www.tesco.com/groceries/en-GB/products/258421636,£ 0.48,£0.48/each
Green Peppers Each Class 1,258270595,https://www.tesco.com/groceries/en-GB/products/258270595,£ 0.48,£0.48/each
Yellow Peppers Each Class 1,258905427,https://www.tesco.com/groceries/en-GB/products/258905427,£ 0.48,£0.48/each
Nightingale Peppers 600G,301052719,https://www.tesco.com/groceries/en-GB/products/301052719,£ 0.96,£1.60/kg
Nightingale Farms Peppers 375G,296057883,https://www.tesco.com/groceries/en-GB/products/296057883,£ 0.95,£2.54/kg
